nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,adresse_station,code_insee_commune,coordonneesXY,nbre_pdc,id_pdc_itinerance,id_pdc_local,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,tarification,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,date_maj,cable_t2_attache
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB87611,FR*SOD*S*MB87*6*1*_*_,AMBAZAC - PLACE DU 19 MARS 1962,Voirie,PLACE DU 19 MARS 1962,87240,"[45.958310,1.400478]",2,FRS87EMB87611,FR*SOD*E*MB87*6*1*1*_,22,false,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2021-09-30,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB87612,FR*SOD*S*MB87*6*1*_*_,AMBAZAC - PLACE DU 19 MARS 1962,Voirie,PLACE DU 19 MARS 1962,87240,"[45.958310,1.400478]",2,FRS87EMB87612,FR*SOD*E*MB87*6*1*2*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2021-09-30,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB87711,FR*SOD*S*MB87*7*1*_*_,AMBAZAC - GARE,Voirie,GARE,87240,"[45.953075,1.406172]",2,FRS87EMB87711,FR*SOD*E*MB87*7*1*1*_,22,false,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2021-07-26,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB87712,FR*SOD*S*MB87*7*1*_*_,AMBAZAC - GARE,Voirie,GARE,87240,"[45.953075,1.406172]",2,FRS87EMB87712,FR*SOD*E*MB87*7*1*2*_,22,false,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2021-07-26,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB87811,FR*SOD*S*MB87*8*1*_*_,BESSINES SUR GARTEMPE - PLACE DU CHAMP DE FOIRE,Voirie,PLACE DU CHAMP DE FOIRE,87250,"[46.109403,1.369671]",2,FRS87EMB87811,FR*SOD*E*MB87*8*1*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2021-07-27,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB87812,FR*SOD*S*MB87*8*1*_*_,BESSINES SUR GARTEMPE - PLACE DU CHAMP DE FOIRE,Voirie,PLACE DU CHAMP DE FOIRE,87250,"[46.109403,1.369671]",2,FRS87EMB87812,FR*SOD*E*MB87*8*1*2*_,22,false,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2021-07-27,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB87911,FR*SOD*S*MB87*9*1*_*_,SAINT YRIEIX LA PERCHE - PLACE DE LA NATION,Voirie,PLACE DE LA NATION,87500,"[45.509842,1.202405]",2,FRS87EMB87911,FR*SOD*E*MB87*9*1*1*_,22,false,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2021-07-26,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB87912,FR*SOD*S*MB87*9*1*_*_,SAINT YRIEIX LA PERCHE - PLACE DE LA NATION,Voirie,PLACE DE LA NATION,87500,"[45.509842,1.202405]",2,FRS87EMB87912,FR*SOD*E*MB87*9*1*2*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2021-07-26,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB871011,FR*SOD*S*MB87*10*1*_*_,SAINT YRIEIX LA PERCHE - GARE,Voirie,GARE,87500,"[45.518624,1.205753]",2,FRS87EMB871011,FR*SOD*E*MB87*10*1*1*_,22,false,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2021-07-26,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB871012,FR*SOD*S*MB87*10*1*_*_,SAINT YRIEIX LA PERCHE - GARE,Voirie,GARE,87500,"[45.518624,1.205753]",2,FRS87EMB871012,FR*SOD*E*MB87*10*1*2*_,22,false,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2021-07-26,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB871111,FR*SOD*S*MB87*11*1*_*_,ORADOUR SUR GLANE - PLACE DE LEUROPE,Voirie,PLACE DE LEUROPE,87520,"[45.932699,1.032646]",2,FRS87EMB871111,FR*SOD*E*MB87*11*1*1*_,22,false,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2021-08-25,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB871112,FR*SOD*S*MB87*11*1*_*_,ORADOUR SUR GLANE - PLACE DE LEUROPE,Voirie,PLACE DE LEUROPE,87520,"[45.932699,1.032646]",2,FRS87EMB871112,FR*SOD*E*MB87*11*1*2*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2021-08-25,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB871211,FR*SOD*S*MB87*12*1*_*_,ROCHECHOUART - PARKING DU MOULIN DU PUY,Voirie,PARKING DU MOULIN DU PUY,87600,"[45.824350,0.818752]",2,FRS87EMB871211,FR*SOD*E*MB87*12*1*1*_,22,false,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2021-08-27,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB871212,FR*SOD*S*MB87*12*1*_*_,ROCHECHOUART - PARKING DU MOULIN DU PUY,Voirie,PARKING DU MOULIN DU PUY,87600,"[45.824350,0.818752]",2,FRS87EMB871212,FR*SOD*E*MB87*12*1*2*_,22,false,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2021-08-27,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB871411,FR*SOD*S*MB87*14*1*_*_,SAINT LEONARD DE NOBLAT - PLACE DU CHAMPS DE MARS,Voirie,PLACE DU CHAMPS DE MARS,87400,"[45.838198,1.493325]",3,FRS87EMB871411,FR*SOD*E*MB87*14*1*1*_,50,false,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2021-08-25,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB871413,FR*SOD*S*MB87*14*1*_*_,SAINT LEONARD DE NOBLAT - PLACE DU CHAMPS DE MARS,Voirie,PLACE DU CHAMPS DE MARS,87400,"[45.838198,1.493325]",3,FRS87EMB871413,FR*SOD*E*MB87*14*1*3*_,50,false,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2021-08-25,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB871511,FR*SOD*S*MB87*15*1*_*_,CHALUS - PLACE DU CHAMP DE FOIRE,Voirie,ZA DU MONTEIL,87230,"[45.651697,0.979587]",3,FRS87EMB871511,FR*SOD*E*MB87*15*1*1*_,50,false,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2021-08-26,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB871512,FR*SOD*S*MB87*15*1*_*_,CHALUS - PLACE DU CHAMP DE FOIRE,Voirie,ZA DU MONTEIL,87230,"[45.651697,0.979587]",3,FRS87EMB871512,FR*SOD*E*MB87*15*1*2*_,50,false,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2021-08-26,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB871513,FR*SOD*S*MB87*15*1*_*_,CHALUS - PLACE DU CHAMP DE FOIRE,Voirie,ZA DU MONTEIL,87230,"[45.651697,0.979587]",3,FRS87EMB871513,FR*SOD*E*MB87*15*1*3*_,50,false,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2021-08-26,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB871711,FR*SOD*S*MB87*17*1*_*_,RAZES - MAISON DU LAC,Voirie,MAISON DU LAC,87640,"[46.034289,1.298979]",2,FRS87EMB871711,FR*SOD*E*MB87*17*1*1*_,22,false,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2022-07-08,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB871712,FR*SOD*S*MB87*17*1*_*_,RAZES - MAISON DU LAC,Voirie,MAISON DU LAC,87640,"[46.034289,1.298979]",2,FRS87EMB871712,FR*SOD*E*MB87*17*1*2*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2022-07-08,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB871811,FR*SOD*S*MB87*18*1*_*_,LA CROISILLE SUR BRIANCE - PARVIS COLONEL BELTRAME,Voirie,PARVIS COLONEL BELTRAME,87130,"[45.628803,1.585948]",2,FRS87EMB871811,FR*SOD*E*MB87*18*1*1*_,22,false,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2022-04-29,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB871812,FR*SOD*S*MB87*18*1*_*_,LA CROISILLE SUR BRIANCE - PARVIS COLONEL BELTRAME,Voirie,PARVIS COLONEL BELTRAME,87130,"[45.628803,1.585948]",2,FRS87EMB871812,FR*SOD*E*MB87*18*1*2*_,22,false,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2022-04-29,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB871911,FR*SOD*S*MB87*19*1*_*_,SAINT PAUL - PARKING DE LA SALLE DES FETES,Voirie,PARKING DE LA SALLE DES FETES,87260,"[45.749293,1.431829]",2,FRS87EMB871911,FR*SOD*E*MB87*19*1*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2022-05-20,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB871912,FR*SOD*S*MB87*19*1*_*_,SAINT PAUL - PARKING DE LA SALLE DES FETES,Voirie,PARKING DE LA SALLE DES FETES,87260,"[45.749293,1.431829]",2,FRS87EMB871912,FR*SOD*E*MB87*19*1*2*_,22,false,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2022-05-20,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB872011,FR*SOD*S*MB87*20*1*_*_,SAINT SULPICE LAURIERE - PLACE DU 8 MAI 1945,Voirie,PLACE DU 8 MAI 1945,87370,"[46.048822,1.480057]",2,FRS87EMB872011,FR*SOD*E*MB87*20*1*1*_,22,false,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2022-06-21,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB872012,FR*SOD*S*MB87*20*1*_*_,SAINT SULPICE LAURIERE - PLACE DU 8 MAI 1945,Voirie,PLACE DU 8 MAI 1945,87370,"[46.048822,1.480057]",2,FRS87EMB872012,FR*SOD*E*MB87*20*1*2*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2022-06-21,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB872111,FR*SOD*S*MB87*21*1*_*_,BOSMIE LAIGUILLE - RUE JEAN FERRAT,Voirie,RUE JEAN FERRAT,87110,"[45.778378,1.204664]",2,FRS87EMB872111,FR*SOD*E*MB87*21*1*1*_,22,false,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2022-09-06,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB872112,FR*SOD*S*MB87*21*1*_*_,BOSMIE LAIGUILLE - RUE JEAN FERRAT,Voirie,RUE JEAN FERRAT,87110,"[45.778378,1.204664]",2,FRS87EMB872112,FR*SOD*E*MB87*21*1*2*_,22,false,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2022-09-06,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB872211,FR*SOD*S*MB87*22*1*_*_,MAGNAC LAVAL - PLACE DE LA REPUBLIQUE,Voirie,PLACE DE LA REPUBLIQUE,87190,"[46.214915,1.167078]",2,FRS87EMB872211,FR*SOD*E*MB87*22*1*1*_,22,false,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2022-06-21,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB872212,FR*SOD*S*MB87*22*1*_*_,MAGNAC LAVAL - PLACE DE LA REPUBLIQUE,Voirie,PLACE DE LA REPUBLIQUE,87190,"[46.214915,1.167078]",2,FRS87EMB872212,FR*SOD*E*MB87*22*1*2*_,22,false,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2022-06-21,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB872311,FR*SOD*S*MB87*23*1*_*_,SAINT-GERMAIN-LES-BELLES - PLACE DU 8 MAI 1945,Voirie,PLACE DU 8 MAI 1945,87380,"[45.615384,1.494731]",2,FRS87EMB872311,FR*SOD*E*MB87*23*1*1*_,22,false,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2023-03-02,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB872312,FR*SOD*S*MB87*23*1*_*_,SAINT-GERMAIN-LES-BELLES - PLACE DU 8 MAI 1945,Voirie,PLACE DU 8 MAI 1945,87380,"[45.615384,1.494731]",2,FRS87EMB872312,FR*SOD*E*MB87*23*1*2*_,22,false,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2023-03-02,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB872411,FR*SOD*S*MB87*24*1*_*_,SAINT-PRIEST-TAURION - ESPLANADE DU STADE,Voirie,5000 RUE PIERRE LAVERGNE,87480,"[45.886197,1.395287]",2,FRS87EMB872411,FR*SOD*E*MB87*24*1*1*_,22,false,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2022-09-29,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB872511,FR*SOD*S*MB87*25*1*_*_,RAZES - PLACE ANDRE DUFRAISSE,Voirie,PLACE ANDRE DUFRAISSE,87640,"[46.033722,1.345370]",2,FRS87EMB872511,FR*SOD*E*MB87*25*1*1*_,22,false,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2022-07-11,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
